Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
02/05/2019,Extra Protein Crunchy Peanut Butter,Morning Nosh,32.0,Grams,170,13,10,6,2,3,2,0,110
02/05/2019,Extra Protein Crunchy Peanut Butter,Morning Nosh,32.0,Grams,170,13,10,6,2,3,2,0,110
02/05/2019,"Ice Cream Sandwich, Oreo Cookie",Dessert,1.0,Each,200,7,3,34,2,17,2,5,250
02/04/2019,Organic Air Chilled Boneless Skinless Chicken Breast,Dinner,20.0,Ounces,600,7.50,135,0,0,0,0,375,350
02/04/2019,Ghee,Dinner,1.0,Tablespoon,112,12.70,0,0,7.90,0,0,33,0
02/04/2019,"Butter, Pure Irish",Dinner,0.5,Tablespoon,50,5.50,0,0,4,0,0,15,0
02/04/2019,Broccoli,Dinner,0.75,Pound,119,1.2,11.91,10.55,0,6.29,10.55,0,13.61
02/04/2019,"Protein, Combat, Cookies & Cream",Morning Nosh,1.0,Scoop,140,1.50,25,5,1,2,1,75,150
02/10/2019,HealthKit Workout,Exercise,66,minutes,0.0
02/10/2019,Calorie Burn Bonus,Exercise,0,minutes,965.0
02/09/2019,Calorie Burn Bonus,Exercise,0,minutes,303.0
02/08/2019,Aerobics,Exercise,80,minutes,517.676
02/08/2019,HealthKit Workout,Exercise,712,minutes,0.0
02/08/2019,Calorie Burn Bonus,Exercise,0,minutes,508.0
02/07/2019,HealthKit Workout,Exercise,126,minutes,0.0
02/07/2019,Calorie Burn Bonus,Exercise,0,minutes,1275.0
02/06/2019,Calorie Burn Bonus,Exercise,0,minutes,201.0
02/05/2019,HealthKit Workout,Exercise,129,minutes,0.0
02/05/2019,Calorie Burn Bonus,Exercise,0,minutes,1152.0
02/04/2019,HealthKit Workout,Exercise,59,minutes,0.0
02/04/2019,Calorie Burn Bonus,Exercise,0,minutes,948.0
