Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
12/02/2018,Tillamoo Medium Cheddar Cheese,Breakfast,2.0,Ounces,220,18,14,0,12,0,0,50,340
12/02/2018,Kodiak cakes,Breakfast,18.0,Grams,32,0.68,4.75,10.19,0,1.2,1.70,0,134.15
12/02/2018,"Eggs - Organic Pasture-Raised, Large Grade A",Breakfast,3.0,Each,210,15,18,0,4.50,0,0,555,210
12/02/2018,Original Recipe Pork Sausage,Breakfast,3.0,Ounces,285,24,18,0,9,0,0,45,630
12/02/2018,"Butter, Pure Irish",Breakfast,0.5,Tablespoon,50,5.50,0,0,4,0,0,15,0
12/02/2018,"Grapefruit, Med, Fresh",Breakfast,0.5,Each,39,0.12,0.81,9.92,0.1,8.63,1.30,0,0
12/02/2018,"Onion Rings, Thick, Battered, Slcd",Lunch,2.0,Ounces,133,6.67,1.33,16.1,1.33,3.34,0.67,0,146.75
12/02/2018,"French Fries, Small",Lunch,0.25,Serving,58,2.75,0.75,7.25,0.38,0,0.75,0,40
12/02/2018,"Shrimp, Jumbo, Fried, 4",Lunch,1.25,Each,308,8.75,31.25,23.75,2.50,n/a,1.25,n/a,563.75
12/02/2018,"Beef, Tenderloin, Steak, Lean, Grilled",Lunch,5.0,Ounces,274,11.14,40.41,0,4.24,0,0,111.98,83.63
12/02/2018,"Salad, Baby Spinach, Almond & Cranberry",Lunch,6.0,Cups,274,8.57,8.57,30.86,0,12,15.43,0,171.43
12/02/2018,"Chicken Nuggets, 8 Piece",Lunch,4.0,Pieces,135,6.50,14,5,1.25,0.50,0.50,35,530
12/02/2018,"Bun, Hot Dog, Plain",Dinner,1.0,Each,120,1.86,4.8,21.26,0.47,2.69,0.90,0,205.97
12/02/2018,"Hot Dog, Angus Beef Uncured",Dinner,1.0,Serving,170,15,6,2,6,0,0,35,370
12/02/2018,"Mustard, Yellow, Prepared",Dinner,2.0,Tablespoons,20,1.19,1.29,1.58,0.7,0.25,0.98,0,335.66
12/02/2018,"Ice Cream, Homemade Vanilla",Dessert,0.25,Cup,90,4.50,2,10,3,9.50,0,17.50,35
12/02/2018,Blackberry Yogurt,Morning Nosh,5.0,Ounces,150,5,14,14,3,12,n/a,20,80
