Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
11/07/2018,Sausage,Morning Nosh,1.0,Ounce,70,3.50,10,0,1,0,0,20,260
11/07/2018,"Cheese, Cheddar, 1 oz Slice",Morning Nosh,1.0,Slice,113,9.28,6.97,0.36,5.91,0.15,0,29.40,173.88
11/07/2018,Organic Greek Yogurt (Amber Maple),Morning Nosh,5.0,Ounces,150,5,14,14,3,12,0,20,80
11/07/2018,Grass Fed Whey Chocolate,Morning Nosh,1.0,Serving,120,0.50,24,6,0,0,2,5,130
11/07/2018,Grapes,Dessert,3.0,Cups,304,1.59,2.85,77.69,0.50,73.61,4.8,0,9.6
11/06/2018,"Eggs, Deviled",Lunch,3.0,Pieces,186,15.15,9,0.90,3.60,0.90,0,284.40,239.85
11/06/2018,Turkey Avocado Wrap,Lunch,1.0,Serving,588,89,31,132,15,5,4,63,2131
11/06/2018,"Lunchmeat, Turkey Breast, Oven Cooked",Lunch,0.25,Pound,95,0.79,17.1,5.10,0.23,1.93,0,36.29,1351.70
11/06/2018,"Cheese, Cheddar",Dinner,2.5,Ounces,278,22.78,17.72,0,12.66,0,0,75.94,455.62
11/06/2018,Shrimp Ceviche,Dinner,7.75,Fluid ounces,136,9.69,27.13,23.25,1.94,7.75,5.81,222.81,1240
11/06/2018,"Fish, Tilapia, Grilled Fresh",Dinner,1.125,Each,214,5.6,34.88,6.75,1.13,n/a,n/a,n/a,697.50
11/06/2018,"Bread Crumbs, Plain",Dinner,0.333,Cup,142,1.91,4.80,25.89,0.43,2.23,1.62,0,263.26
11/06/2018,"Cheese, Parmesan & Romano, Grated",Dinner,4.0,Tablespoons,50,3,4,0,2,0,0,10,160
11/06/2018,"Couscous, Roasted Garlic & Olive Oil, Prepared",Dinner,0.5,Dry Cup,110,0.75,4,20,0.75,0.50,1,0,255
11/06/2018,"Butter, Pure Irish",Dinner,1.0,Tablespoon,100,11,0,0,8,0,0,30,0
11/06/2018,"Bread, Italian",Dinner,2.0,Slices,108,1.40,3.52,20,0.34,0.33,1.8,0,233.60
11/06/2018,Lean Body (Chocolate),Dinner,17.0,Fluid ounces,280,9,40,9,1,0,5,25,600
11/06/2018,Blackberry Yogurt,Dessert,5.0,Ounces,150,5,14,14,3,12,n/a,20,80
11/05/2018,"Sandwich, Vietnamese Bahn Mi",Lunch,1.0,Each,541,15.94,36.54,60.51,4.53,2.72,4.31,75.11,1304.30
11/05/2018,"Egg, Fried, Large",Lunch,1.0,Each,90,7.4,6.27,0.41,1.97,0.38,0,210.22,93.84
11/05/2018,Avocado,Lunch,0.5,Each,161,14.73,2.1,8.57,2.13,0.66,6.73,0,7.4
11/05/2018,"Steak, Ribeye, 12 Oz",Dinner,1.0,Each,910,68,72,0,25,n/a,n/a,n/a,1260
11/05/2018,"Beans, Green",Dinner,2.0,Each,120,7,4,14,3,2,6,0,360
11/05/2018,Cheeseburger,Dinner,0.25,Each,68,3,3.25,6.75,1.25,1.75,0.25,10,140
11/05/2018,"Fries, Sweet Potato",Dinner,17.0,Pieces,198,7.5,1.41,33.86,0,8.47,4.23,0,197.54
11/05/2018,Hamburger meat,Dinner,3.125,Ounces,375,17.71,21.88,0,7.29,0,0,78.13,72.92
11/05/2018,Chocolate Shake,Morning Nosh,1.0,Container,160,3,30,5,1,1,3,20,210
11/05/2018,"Nuts, Pistachios, Shelled, Rstd, Salted",Morning Nosh,1.0,Ounce,161,13.23,5.67,7.56,1.42,1.89,2.83,0,151.20
11/05/2018,"Apple, Gala, Medium",Morning Nosh,1.0,Each,98,0.20,0.50,23.60,1.70,16.50,4,0,0
11/05/2018,Dark Chocolate Macaroon,Morning Nosh,0.25,Cup,150,6,2,20,2.50,7,2,0,50
11/05/2018,"Protein Bar, Original, French Vanilla Créme",Morning Nosh,1.0,Package,200,13,14,8,6,5,1,10,100
11/11/2018,HealthKit Workout,Exercise,58,minutes,0.0
11/11/2018,Calorie Burn Bonus,Exercise,0,minutes,859.0
11/10/2018,HealthKit Workout,Exercise,48,minutes,0.0
11/10/2018,Calorie Burn Bonus,Exercise,0,minutes,1099.0
11/09/2018,HealthKit Workout,Exercise,76,minutes,0.0
11/09/2018,Calorie Burn Bonus,Exercise,0,minutes,1465.0
11/08/2018,HealthKit Workout,Exercise,29,minutes,0.0
11/08/2018,Calorie Burn Bonus,Exercise,0,minutes,612.0
11/07/2018,HealthKit Workout,Exercise,72,minutes,0.0
11/07/2018,Calorie Burn Bonus,Exercise,0,minutes,1200.0
11/06/2018,HealthKit Workout,Exercise,37,minutes,0.0
11/06/2018,Calorie Burn Bonus,Exercise,0,minutes,522.0
11/05/2018,HealthKit Workout,Exercise,38,minutes,0.0
11/05/2018,HealthKit Workout,Exercise,44,minutes,0.0
11/05/2018,Calorie Burn Bonus,Exercise,0,minutes,948.0
