Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
12/06/2018,"Protein Shake, Chocolate",Morning Nosh,1.0,Bottle,160,4.50,25,7,1,0,4,15,250
12/06/2018,"Greek Yogurt, 2%, Split Cup, Mixed Beries",Dessert,1.0,Container,130,2.50,12,14,1.50,11,0,10,40
12/06/2018,"Greek Yogurt, Total, 2%, Single Serve",Dessert,7.0,Ounces,140,4,20,6,2.50,6,0,20,65
12/05/2018,Egg White Chicken Grill,Breakfast,1.0,Serving,300,6,25,31,3,1,1,55,970
12/05/2018,Medium Fruit Cup,Breakfast,2.0,Servings,90,0,0,24,0,18,4,0,0
12/05/2018,Sausage Patty,Breakfast,1.0,Serving,180,17,6,0,6,0,0,28,270
12/05/2018,"Egg, Fried, Large",Breakfast,1.0,Each,90,7.4,6.27,0.41,1.97,0.38,0,210.22,93.84
12/05/2018,"Lamb, Gyro, 2 oz",Lunch,3.5,Each,455,59.50,42,10.50,10.50,0,3.50,105,945
12/05/2018,"Salad, Greek, Half",Lunch,1.0,Each,200,18,4,7,4,4,2,10,510
12/05/2018,"Beans, Green",Dinner,1.0,Each,60,3.50,2,7,1.50,1,3,0,180
12/05/2018,"Hot Buffet, Peas, Black Eyed, Southern Style  ",Dinner,0.5,Serving,85,3.50,4,10,1.25,2,2.50,7.50,780
12/05/2018,"Mashed Potatoes, Homemade w/ Whole Milk",Dinner,0.5,Cup,87,0.60,2.1,18.45,0.32,1.59,1.57,2.10,317.10
12/05/2018,Macaroni And Cheese,Dinner,0.125,Cup,50,2.75,2.13,4.25,1.38,0.50,0.13,5.63,70
12/05/2018,"Gravy, Country Style",Dinner,1.0,Cup,179,11.99,3.99,11.99,3.99,3.99,0,18.88,759.92
12/05/2018,"Chicken, Fried",Dinner,1.5,Each,705,39,40.50,51,9,6,7.50,112.50,1575
12/05/2018,"Chicken, Fried, Breast, w/ Skin, Fried in Flour",Dinner,3.0,Ounces,189,7.54,27.8,1.39,2.8,0,0.9,75.69,64.64
12/05/2018,"Chicken, Fried, Thigh, w/ Skin, Fried in Flour",Dinner,1.0,Each,162,9.29,16.59,1.97,2.54,0,0.6,60.14,54.56
12/05/2018,"Chicken, Fried, Drumstick, w/ Skin, Fried in Flour",Dinner,1.0,Each,120,6.72,13.21,0.80,1.79,0,0.5,44.10,43.61
12/05/2018,"Chicken, Fried, Wing, w/ Skin, Fried in Flour",Dinner,1.0,Each,103,7.9,8.36,0.76,1.94,0,0.3,25.92,24.64
12/05/2018,Cookies and Cream Protein Powder,Morning Nosh,35.0,Grams,140,2,25,5,1,2,1,45,100
12/05/2018,"Meat, Genoa Salami & Mozzarella Sticks",Morning Nosh,2.667,Ounces,252,18.90,16.80,0,8.40,0,0,63.1,840.9
12/05/2018,Toffee Almonds,Morning Nosh,8.0,Pieces,210,13,2,22,6,20,1,10,55
12/05/2018,"Chips, Pita",Morning Nosh,12.0,Pieces,156,6,3.60,22.80,0.60,1.20,1.20,0,324
12/05/2018,"Hummus, Roasted Red Pepper",Morning Nosh,2.0,Tablespoons,70,5,2,4,1,0,1,0,125
12/04/2018,"Chips, Tortilla, Cafe Style",Dinner,8.0,Pieces,160,8,2.29,20.57,2.29,0,2.29,0,125.71
12/04/2018,"Turkey, Ground, 93% Lean",Dinner,1.25,Pounds,861,40.50,106.31,0,12.66,0,0,404.99,404.99
12/04/2018,"Cheese, Cheddar",Dinner,2.0,Ounces,223,18.22,14.17,0,10.12,0,0,60.75,364.49
12/04/2018,"Sour Cream, Regular",Dinner,6.0,Tablespoons,180,15,3,6,10.50,3,0,60,45
12/04/2018,Avocado,Dinner,1.0,Each,322,29.47,4.2,17.15,4.26,1.33,13.47,0,14.7
12/04/2018,"Cabbage, Kimchi Korean, Marinated, Mild",Dinner,13.0,Ounces,99,0,6.58,13.16,0,0,6.58,0,1579.47
12/04/2018,Roma Tomatoes,Dinner,10.0,Each,100,0,10,20,0,20,10,0,0
12/04/2018,Italian Dry Salami,Morning Nosh,1.75,Ounces,175,12.25,14,1.75,4.38,n/a,n/a,61.25,700
12/04/2018,Cookies and Cream Protein Powder,Morning Nosh,35.0,Grams,140,2,25,5,1,2,1,45,100
12/03/2018,"Potato Sweet, Crispy Bite Puffs",Dinner,3.5,Ounces,163,5.25,1.17,26.83,0,10.50,3.50,0,268.33
12/03/2018,"Butter, Pure Irish",Dinner,0.5,Tablespoon,50,5.50,0,0,4,0,0,15,0
12/03/2018,"Brussels Sprouts, Sautéed w/ Oil",Dinner,3.0,Servings,144,8.10,6,16.65,1.20,4.5,6.15,0,49.20
12/03/2018,"Beef, Rib Eye Steak, Grilled",Dinner,680.0,Grams,"1,408",71.88,190.20,0,28.56,0,0,537.20,401.20
12/03/2018,Cookies and Cream Protein Powder,Morning Nosh,35.0,Grams,140,2,25,5,1,2,1,45,100
12/03/2018,Blackberry Yogurt,Dessert,5.0,Ounces,150,5,14,14,3,12,n/a,20,80
12/09/2018,HealthKit Workout,Exercise,7,minutes,0.0
12/09/2018,Calorie Burn Bonus,Exercise,0,minutes,556.0
12/08/2018,HealthKit Workout,Exercise,64,minutes,0.0
12/08/2018,Calorie Burn Bonus,Exercise,0,minutes,966.0
12/07/2018,HealthKit Workout,Exercise,112,minutes,0.0
12/07/2018,Calorie Burn Bonus,Exercise,0,minutes,1270.0
12/06/2018,HealthKit Workout,Exercise,80,minutes,0.0
12/06/2018,Calorie Burn Bonus,Exercise,0,minutes,794.0
12/05/2018,HealthKit Workout,Exercise,78,minutes,0.0
12/05/2018,Calorie Burn Bonus,Exercise,0,minutes,1267.0
12/04/2018,HealthKit Workout,Exercise,15,minutes,0.0
12/04/2018,Calorie Burn Bonus,Exercise,0,minutes,428.0
12/03/2018,HealthKit Workout,Exercise,74,minutes,0.0
12/03/2018,Calorie Burn Bonus,Exercise,0,minutes,842.0
