Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
07/30/2018,Baked Pita Chips,Dinner,7.0,Pieces,70,2.50,1.50,9,0.25,0.50,0.50,0,140
07/30/2018,Hawaiin Roll,Dinner,1.0,Slice,90,2,3,16,n/a,n/a,n/a,n/a,n/a
07/30/2018,"Salad, Mediterranean Crunch",Dinner,4.0,Cups,600,40,12,52,8,28,8,20,1440
07/30/2018,"Rice, Long Grain & Wild, Ready Rice",Dinner,0.667,Cup,120,1.67,2.67,24.1,0,0.67,1.33,0,426.88
07/30/2018,"* Chicken Breast, Skinless, Cooked",Dinner,12.0,Ounces,390,9,75,0,1.50,0,0,240,150
07/30/2018,"Protein, Organic W/ Greens & Antioxidants",Morning Nosh,38.0,Grams,150,3,21,11,0.50,1,4,0,320
07/30/2018,Hopadillo IPA Beer,Ale/Wine 1,12.0,Fluid ounces,149,0,1.50,13.50,0,0,0,0,10.50
07/30/2018,"Fajitas, Steak, Grld",Morning Nosh,4.0,Ounces,231,8.10,11.57,27.77,3.47,8.10,2.31,17.36,520.71
08/05/2018,HealthKit Workout,Exercise,52,minutes,0.0
08/05/2018,Calorie Burn Bonus,Exercise,0,minutes,882.0
08/04/2018,HealthKit Workout,Exercise,57,minutes,0.0
08/04/2018,Calorie Burn Bonus,Exercise,0,minutes,994.0
08/03/2018,HealthKit Workout,Exercise,138,minutes,0.0
08/03/2018,Calorie Burn Bonus,Exercise,0,minutes,1922.0
08/02/2018,HealthKit Workout,Exercise,119,minutes,0.0
08/02/2018,Calorie Burn Bonus,Exercise,0,minutes,1337.0
08/01/2018,HealthKit Workout,Exercise,133,minutes,0.0
08/01/2018,Calorie Burn Bonus,Exercise,0,minutes,1358.0
07/31/2018,HealthKit Workout,Exercise,109,minutes,0.0
07/31/2018,Calorie Burn Bonus,Exercise,0,minutes,1286.0
07/30/2018,HealthKit Workout,Exercise,101,minutes,0.0
07/30/2018,Calorie Burn Bonus,Exercise,0,minutes,1387.0
