Date,Name,Type,Quantity,Units,Calories,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
12/31/2018,"Beef, Ribeye Filet, Boneless, Lean, Grilled",Dinner,20.0,Ounces,"1,130",52.8,163.38,1.26,18.6,0,0,466.19,335.99
12/31/2018,"Potato, Baked, Loaded",Dinner,1.0,Each,460,29,10,41,15,3,3,70,1360
12/31/2018,"Salad, House w/o Dressing, Side",Dinner,1.0,Each,230,16,13,9,8,4,2,135,290
12/31/2018,"Rolls, Original, Sweet",Dinner,5.0,Each,450,10,15,80,5,25,0,75,400
12/31/2018,"Peanuts, Dry Cooked, w/ Salt",Dinner,9.0,Each,53,4.47,2.13,1.94,0.62,0.38,0.72,0,73.17
12/31/2018,"Beer, Heineken",Ale/Wine 1,24.0,Fluid ounces,360,0,3,7.40,0,0,n/a,0,n/a
01/06/2019,HealthKit Workout,Exercise,63,minutes,0.0
01/06/2019,Calorie Burn Bonus,Exercise,0,minutes,1029.0
01/05/2019,Calorie Burn Bonus,Exercise,0,minutes,56.0
01/04/2019,HealthKit Workout,Exercise,76,minutes,0.0
01/04/2019,Calorie Burn Bonus,Exercise,0,minutes,968.0
01/03/2019,HealthKit Workout,Exercise,61,minutes,0.0
01/03/2019,Calorie Burn Bonus,Exercise,0,minutes,1124.0
01/02/2019,Calorie Burn Bonus,Exercise,0,minutes,197.0
01/01/2019,HealthKit Workout,Exercise,59,minutes,0.0
01/01/2019,Calorie Burn Bonus,Exercise,0,minutes,639.0
12/31/2018,Calorie Burn Bonus,Exercise,0,minutes,177.0
